,满意度水平,绩效评估,参加项目数,平均每月工时,工作年限,是否有工作事故,五年内是否晋升,职业,薪水,计数,db_labels,km_labels
12124,0.46,0.49,2,138,3,0,0,support,low,1,员工类1,员工类1
12125,0.11,0.92,6,260,4,0,0,support,low,1,员工类2,员工类2
12126,0.38,0.49,2,132,3,0,0,support,low,1,员工类1,员工类1
12127,0.7,0.89,3,183,5,0,0,support,low,1,员工类3,员工类3
12128,0.09,0.82,6,250,4,0,0,support,low,1,员工类2,员工类2
12129,0.37,0.45,2,151,3,0,0,support,low,1,员工类1,员工类1
12130,0.1,0.83,6,292,4,0,0,support,low,1,员工类2,员工类2
12131,0.38,0.57,2,140,3,0,0,support,low,1,员工类1,员工类1
12132,0.9,1.0,5,221,5,0,0,support,low,1,员工类3,员工类3
12133,0.44,0.51,2,138,3,0,0,support,low,1,员工类1,员工类1
12134,0.36,0.5,2,132,3,0,0,technical,low,1,员工类1,员工类1
12135,0.31,0.84,7,133,5,0,0,technical,low,1,杂类,员工类2
12136,0.1,0.84,6,283,4,1,0,technical,low,1,员工类2,员工类2
12137,0.42,0.48,2,129,3,0,0,management,low,1,员工类1,员工类1
12138,0.74,1.0,4,249,5,0,0,IT,low,1,员工类3,员工类3
12139,0.73,0.87,5,257,5,0,0,IT,low,1,员工类3,员工类3
12140,0.09,0.96,6,245,4,0,0,IT,low,1,员工类2,员工类2
12141,0.45,0.53,2,155,3,0,0,IT,low,1,员工类1,员工类1
12142,0.11,0.8,6,256,4,0,0,IT,low,1,员工类2,员工类2
12143,0.37,0.47,2,152,3,0,0,product_mng,low,1,员工类1,员工类1
12144,0.84,0.99,4,267,5,0,0,product_mng,low,1,员工类3,员工类3
12145,0.41,0.46,2,151,3,0,0,product_mng,low,1,员工类1,员工类1
12146,0.76,0.92,4,239,5,0,0,product_mng,low,1,员工类3,员工类3
12147,0.11,0.87,6,306,4,0,0,IT,low,1,员工类2,员工类2
12148,0.84,0.88,4,263,5,1,0,marketing,low,1,员工类3,员工类3
12149,0.39,0.5,2,147,3,0,0,marketing,low,1,员工类1,员工类1
12150,0.11,0.91,6,278,4,0,0,marketing,low,1,员工类2,员工类2
12151,0.45,0.56,2,154,3,0,0,marketing,low,1,员工类1,员工类1
12152,0.37,0.52,2,143,3,0,0,marketing,low,1,员工类1,员工类1
12153,0.4,0.52,2,155,3,0,0,marketing,low,1,员工类1,员工类1
12154,0.39,0.48,2,160,3,0,0,sales,low,1,员工类1,员工类1
12155,0.11,0.8,6,304,4,0,0,accounting,low,1,员工类2,员工类2
12156,0.83,1.0,5,240,5,0,0,support,low,1,员工类3,员工类3
12157,0.11,0.92,6,305,4,0,0,technical,low,1,员工类2,员工类2
12158,0.39,0.5,2,136,3,0,0,management,low,1,员工类1,员工类1
12159,0.45,0.45,2,132,3,0,0,marketing,low,1,员工类1,员工类1
12160,0.1,0.95,7,301,4,0,0,marketing,low,1,员工类2,员工类2
12161,0.9,0.98,5,243,6,0,0,marketing,low,1,员工类3,员工类3
12162,0.45,0.51,2,147,3,0,0,sales,low,1,员工类1,员工类1
12163,0.79,0.89,5,239,5,0,0,sales,low,1,员工类3,员工类3
12164,0.9,0.99,5,260,5,0,0,sales,low,1,员工类3,员工类3
12165,0.11,0.84,7,296,4,0,0,sales,low,1,员工类2,员工类2
12166,0.43,0.55,2,129,3,0,0,sales,low,1,员工类1,员工类1
12167,0.31,0.54,5,132,5,0,0,sales,low,1,杂类,杂类
12168,0.32,0.5,2,135,5,0,0,sales,low,1,杂类,员工类1
12169,0.45,0.57,2,158,3,0,0,sales,low,1,员工类1,员工类1
12170,0.81,0.99,4,259,5,0,0,sales,low,1,员工类3,员工类3
12171,0.41,0.46,2,160,3,0,1,sales,low,1,员工类1,员工类1
12172,0.11,0.78,7,278,4,0,0,sales,low,1,员工类2,员工类2
12173,0.1,0.88,6,284,4,0,0,sales,low,1,员工类2,员工类2
12174,0.7,0.53,2,274,4,0,0,sales,low,1,杂类,杂类
12175,0.54,0.74,4,164,2,0,0,sales,low,1,杂类,杂类
12176,0.41,0.48,2,148,3,0,0,sales,low,1,员工类1,员工类1
12177,0.38,0.5,2,140,3,0,0,sales,medium,1,员工类1,员工类1
12178,0.37,0.51,2,127,3,0,0,sales,medium,1,员工类1,员工类1
12179,0.11,0.85,6,308,5,0,0,sales,medium,1,员工类2,员工类2
12180,0.4,0.47,2,146,3,0,0,sales,medium,1,员工类1,员工类1
12181,0.1,0.84,6,261,4,0,0,accounting,medium,1,员工类2,员工类2
12182,0.89,0.99,5,257,5,0,0,accounting,medium,1,员工类3,员工类3
12183,0.11,0.8,6,285,4,0,0,accounting,medium,1,员工类2,员工类2
12184,0.36,0.55,2,141,3,0,0,hr,medium,1,员工类1,员工类1
12185,0.4,0.46,2,127,3,0,0,hr,medium,1,员工类1,员工类1
12186,0.09,0.85,6,297,4,0,0,hr,medium,1,员工类2,员工类2
12187,0.4,0.46,2,143,3,0,0,hr,medium,1,员工类1,员工类1
12188,0.37,0.55,2,152,3,0,0,technical,medium,1,员工类1,员工类1
12189,0.44,0.51,2,156,3,0,0,technical,high,1,员工类1,员工类1
12190,0.09,0.8,7,283,5,0,0,technical,low,1,员工类2,员工类2
12191,0.92,0.87,4,226,6,1,0,technical,medium,1,员工类3,员工类3
12192,0.74,0.91,4,232,5,0,0,technical,medium,1,员工类3,员工类3
12193,0.09,0.82,6,249,4,0,0,technical,medium,1,员工类2,员工类2
12194,0.89,0.95,4,275,5,0,0,technical,medium,1,员工类3,员工类3
12195,0.09,0.8,6,304,4,0,0,technical,low,1,员工类2,员工类2
12196,0.27,0.54,7,278,3,0,0,technical,low,1,杂类,员工类2
12197,0.1,0.91,6,287,4,0,0,technical,low,1,员工类2,员工类2
12198,0.1,0.89,7,285,4,0,0,technical,low,1,员工类2,员工类2
12199,0.77,0.94,5,226,6,0,0,support,low,1,员工类3,员工类3
12200,0.9,0.82,5,259,5,0,0,support,low,1,员工类3,员工类3
12201,0.39,0.5,2,135,3,0,0,support,low,1,员工类1,员工类1
12202,0.76,1.0,5,219,5,0,0,support,low,1,员工类3,员工类3
12203,0.1,0.93,6,256,4,0,0,support,low,1,员工类2,员工类2
12204,0.87,0.9,5,254,6,0,0,support,low,1,员工类3,员工类3
12205,0.38,0.5,2,153,3,0,0,support,low,1,员工类1,员工类1
12206,0.77,0.99,5,228,5,0,0,support,low,1,员工类3,员工类3
12207,0.78,0.87,4,228,5,0,0,support,low,1,员工类3,员工类3
12208,0.44,0.5,2,128,3,0,0,support,low,1,员工类1,员工类1
12209,0.38,0.52,2,153,3,0,0,support,low,1,员工类1,员工类1
12210,0.43,0.46,2,156,3,0,0,technical,low,1,员工类1,员工类1
12211,0.39,0.5,4,294,3,0,0,technical,low,1,杂类,杂类
12212,0.88,1.0,5,219,5,0,0,technical,low,1,员工类3,员工类3
12213,0.45,0.46,2,153,3,0,0,management,low,1,员工类1,员工类1
12214,0.4,0.53,2,151,3,0,0,IT,low,1,员工类1,员工类1
12215,0.36,0.51,2,155,3,0,0,IT,low,1,员工类1,员工类1
12216,0.36,0.48,2,158,3,0,0,IT,low,1,员工类1,员工类1
12217,0.9,0.98,5,245,5,0,0,IT,low,1,员工类3,员工类3
12218,0.43,0.53,2,131,3,0,0,IT,low,1,员工类1,员工类1
12219,0.89,0.87,5,225,5,0,0,product_mng,low,1,员工类3,员工类3
12220,0.1,0.84,6,286,4,0,0,product_mng,low,1,员工类2,员工类2
12221,0.37,0.5,2,135,3,0,0,product_mng,low,1,员工类1,员工类1
12222,0.37,0.51,2,153,3,0,0,product_mng,low,1,员工类1,员工类1
12223,0.87,0.9,5,252,5,0,0,IT,low,1,员工类3,员工类3
12224,0.4,0.56,2,149,3,0,0,accounting,low,1,员工类1,员工类1
12225,0.9,0.97,4,258,5,0,0,accounting,low,1,员工类3,员工类3
12226,0.37,0.46,2,158,3,0,0,hr,low,1,员工类1,员工类1
12227,0.44,0.54,2,149,3,0,0,hr,low,1,员工类1,员工类1
12228,0.85,0.95,5,236,5,0,0,hr,low,1,员工类3,员工类3
12229,0.78,0.98,5,239,6,0,0,marketing,low,1,员工类3,员工类3
12230,0.42,0.47,2,159,3,0,0,marketing,low,1,员工类1,员工类1
12231,0.92,0.99,5,255,6,0,0,sales,low,1,员工类3,员工类3
12232,0.11,0.83,6,244,4,0,0,accounting,low,1,员工类2,员工类2
12233,0.42,0.56,2,134,3,0,0,support,low,1,员工类1,员工类1
12234,0.48,0.57,4,270,4,0,0,technical,low,1,杂类,杂类
12235,0.83,0.85,4,255,5,0,0,management,low,1,员工类3,员工类3
12236,0.4,0.53,2,151,3,0,0,marketing,low,1,员工类1,员工类1
12237,0.43,0.45,2,135,3,0,0,marketing,low,1,员工类1,员工类1
12238,0.43,0.53,2,146,3,0,0,marketing,low,1,员工类1,员工类1
12239,0.1,0.97,7,254,4,0,0,sales,low,1,员工类2,员工类2
12240,0.1,0.87,7,289,4,0,0,sales,low,1,员工类2,员工类2
12241,0.37,0.46,2,156,3,0,0,sales,low,1,员工类1,员工类1
12242,0.38,0.53,2,156,3,0,0,sales,low,1,员工类1,员工类1
12243,0.4,0.5,2,128,3,0,0,sales,low,1,员工类1,员工类1
12244,0.89,0.86,5,275,5,0,0,sales,low,1,员工类3,员工类3
12245,0.45,0.46,2,155,3,0,0,sales,low,1,员工类1,员工类1
12246,0.37,0.48,2,159,3,0,0,sales,low,1,员工类1,员工类1
12247,0.46,0.49,2,148,3,0,0,sales,low,1,员工类1,员工类1
12248,0.87,0.91,4,228,5,0,0,sales,low,1,员工类3,员工类3
12249,0.11,0.84,6,298,4,0,0,sales,low,1,员工类2,员工类2
12250,0.79,0.87,5,261,5,0,0,sales,low,1,员工类3,员工类3
12251,0.79,0.92,5,254,6,0,0,sales,low,1,员工类3,员工类3
12252,0.19,0.59,7,192,3,0,0,sales,low,1,杂类,杂类
12253,0.87,0.98,4,248,5,0,0,sales,low,1,员工类3,员工类3
12254,0.6,0.92,2,258,5,0,0,sales,low,1,杂类,员工类3
12255,0.44,0.45,2,156,3,0,0,sales,medium,1,员工类1,员工类1
12256,0.11,0.81,6,266,4,1,0,sales,medium,1,员工类2,员工类2
12257,0.42,0.54,2,156,3,0,0,sales,medium,1,员工类1,员工类1
12258,0.88,0.88,5,232,5,1,0,accounting,medium,1,员工类3,员工类3
12259,0.11,0.84,6,287,4,0,0,accounting,medium,1,员工类2,员工类2
12260,0.46,0.46,2,154,3,0,0,accounting,medium,1,员工类1,员工类1
12261,0.82,0.97,5,263,5,0,0,hr,medium,1,员工类3,员工类3
12262,0.44,0.56,2,131,3,0,0,hr,medium,1,员工类1,员工类1
12263,0.11,0.78,6,260,4,0,0,hr,medium,1,员工类2,员工类2
12264,0.42,0.5,2,139,3,0,0,hr,medium,1,员工类1,员工类1
12265,0.84,0.93,4,251,5,0,0,technical,medium,1,员工类3,员工类3
12266,0.11,0.95,6,286,4,0,0,technical,medium,1,员工类2,员工类2
12267,0.45,0.53,2,129,3,0,0,technical,high,1,员工类1,员工类1
12268,0.38,0.56,2,156,3,0,0,technical,low,1,员工类1,员工类1
12269,0.38,0.86,6,139,6,0,0,technical,medium,1,杂类,员工类3
12270,0.44,0.51,2,127,3,0,0,technical,medium,1,员工类1,员工类1
12271,0.11,0.84,6,251,4,0,0,technical,medium,1,员工类2,员工类2
12272,0.81,0.93,5,270,5,0,0,technical,medium,1,员工类3,员工类3
12273,0.09,0.96,6,296,4,0,0,technical,low,1,员工类2,员工类2
12274,0.11,0.9,6,254,4,0,0,technical,low,1,员工类2,员工类2
12275,0.81,0.95,5,238,6,0,0,technical,low,1,员工类3,员工类3
12276,0.1,0.97,6,267,4,1,0,support,low,1,员工类2,员工类2
12277,0.74,0.89,5,229,6,0,0,support,low,1,员工类3,员工类3
12278,0.09,0.78,6,254,4,0,0,support,low,1,员工类2,员工类2
12279,0.82,0.81,4,233,4,1,0,support,low,1,员工类3,杂类
12280,0.1,0.98,6,268,4,0,0,support,low,1,员工类2,员工类2
12281,0.27,0.56,3,301,3,0,0,support,low,1,杂类,杂类
12282,0.83,0.92,5,267,6,0,0,support,low,1,员工类3,员工类3
12283,0.1,0.93,6,289,4,1,0,support,low,1,员工类2,员工类2
12284,0.38,0.47,2,144,3,0,0,support,low,1,员工类1,员工类1
12285,0.4,0.56,2,148,3,0,0,support,low,1,员工类1,员工类1
12286,0.11,0.83,6,306,4,0,0,support,low,1,员工类2,员工类2
12287,0.11,0.79,6,292,4,0,1,technical,low,1,员工类2,员工类2
12288,0.82,0.91,5,232,5,0,0,technical,low,1,员工类3,员工类3
12289,0.36,0.48,2,137,3,0,0,technical,low,1,员工类1,员工类1
12290,0.4,0.46,2,128,3,0,0,management,low,1,员工类1,员工类1
12291,0.87,0.84,5,231,5,0,0,IT,low,1,员工类3,员工类3
12292,0.41,0.49,2,146,3,0,0,IT,low,1,员工类1,员工类1
12293,0.11,0.91,6,308,4,1,0,IT,low,1,员工类2,员工类2
12294,0.1,0.93,6,253,4,0,0,IT,medium,1,员工类2,员工类2
12295,0.38,0.51,2,146,3,0,0,IT,medium,1,员工类1,员工类1
12296,0.39,0.55,2,156,3,0,0,product_mng,medium,1,员工类1,员工类1
12297,0.4,0.52,2,147,3,0,0,product_mng,medium,1,员工类1,员工类1
12298,0.45,0.48,2,136,3,0,0,product_mng,medium,1,员工类1,员工类1
12299,0.74,0.84,5,249,5,0,0,product_mng,medium,1,员工类3,员工类3
12300,0.45,0.55,2,151,3,0,0,IT,medium,1,员工类1,员工类1
12301,0.12,1.0,3,278,4,0,0,RandD,medium,1,杂类,员工类2
12302,0.1,0.77,7,250,5,0,0,RandD,medium,1,员工类2,员工类2
12303,0.37,0.55,2,127,3,0,0,RandD,medium,1,员工类1,员工类1
12304,0.89,0.87,5,255,5,0,0,RandD,medium,1,员工类3,员工类3
12305,0.45,0.47,2,135,3,0,0,RandD,medium,1,员工类1,员工类1
12306,0.37,0.46,2,149,3,0,0,marketing,high,1,员工类1,员工类1
12307,0.11,0.81,5,287,4,0,0,sales,low,1,员工类2,员工类2
12308,0.41,0.48,2,145,3,0,0,accounting,medium,1,员工类1,员工类1
12309,0.1,0.94,6,285,4,0,0,support,medium,1,员工类2,员工类2
12310,0.1,0.93,7,305,4,0,0,technical,medium,1,员工类2,员工类2
12311,0.11,0.95,7,300,4,0,0,management,medium,1,员工类2,员工类2
12312,0.4,0.54,2,139,3,0,0,marketing,low,1,员工类1,员工类1
12313,0.41,0.49,2,130,3,0,0,marketing,low,1,员工类1,员工类1
12314,0.1,0.81,6,268,4,0,0,marketing,low,1,员工类2,员工类2
12315,0.73,0.86,4,245,6,0,0,sales,low,1,员工类3,员工类3
12316,0.43,0.47,2,135,3,0,0,sales,low,1,员工类1,员工类1
12317,0.37,0.46,2,153,3,0,0,sales,low,1,员工类1,员工类1
12318,0.11,0.94,6,276,4,0,0,sales,low,1,员工类2,员工类2
12319,0.4,0.46,2,130,3,0,0,sales,low,1,员工类1,员工类1
12320,0.41,0.54,2,153,3,1,0,sales,low,1,员工类1,员工类1
12321,0.82,0.84,5,244,5,0,0,sales,low,1,员工类3,员工类3
12322,0.61,0.47,2,253,3,0,0,sales,low,1,杂类,杂类
12323,0.11,0.91,7,287,4,0,0,sales,low,1,员工类2,员工类2
12324,0.37,0.45,2,131,3,0,0,sales,low,1,员工类1,员工类1
12325,0.41,0.52,2,135,3,0,0,sales,low,1,员工类1,员工类1
12326,0.37,0.52,2,157,3,0,0,sales,low,1,员工类1,员工类1
12327,0.88,0.99,5,262,6,0,0,sales,low,1,员工类3,员工类3
12328,0.1,0.85,6,266,4,0,0,sales,low,1,员工类2,员工类2
12329,0.44,0.48,2,148,3,0,0,sales,low,1,员工类1,员工类1
12330,0.38,0.57,2,140,3,0,0,sales,low,1,员工类1,员工类1
12331,0.11,0.85,7,302,4,0,0,sales,low,1,员工类2,员工类2
12332,0.09,0.98,6,271,4,0,0,sales,low,1,员工类2,员工类2
12333,0.45,0.52,2,145,3,0,0,sales,medium,1,员工类1,员工类1
12334,0.1,0.81,6,290,4,0,0,accounting,medium,1,员工类2,员工类2
12335,0.45,0.47,2,151,3,0,0,accounting,medium,1,员工类1,员工类1
12336,0.77,0.87,5,266,5,0,0,accounting,medium,1,员工类3,员工类3
12337,0.44,0.51,2,140,3,0,0,hr,medium,1,员工类1,员工类1
12338,0.39,0.5,2,142,3,0,0,hr,medium,1,员工类1,员工类1
12339,0.1,0.91,6,246,4,0,0,hr,medium,1,员工类2,员工类2
12340,0.09,0.89,7,308,5,0,0,hr,medium,1,员工类2,员工类2
12341,0.37,0.47,2,141,3,0,0,technical,medium,1,员工类1,员工类1
12342,0.9,1.0,5,232,5,0,0,technical,medium,1,员工类3,员工类3
12343,0.41,0.56,2,143,3,0,0,technical,medium,1,员工类1,员工类1
12344,0.37,0.52,2,155,3,0,0,technical,medium,1,员工类1,员工类1
12345,0.1,0.86,6,278,4,0,0,technical,high,1,员工类2,员工类2
12346,0.81,1.0,4,253,5,0,0,technical,low,1,员工类3,员工类3
12347,0.11,0.8,6,282,4,0,0,technical,medium,1,员工类2,员工类2
12348,0.11,0.84,7,264,4,0,0,technical,medium,1,员工类2,员工类2
12349,0.4,0.46,2,149,3,0,0,technical,medium,1,员工类1,员工类1
12350,0.09,0.8,6,304,5,0,0,technical,medium,1,员工类2,员工类2
12351,0.48,0.93,3,219,6,0,0,technical,low,1,杂类,员工类3
12352,0.91,0.91,4,262,6,0,0,support,low,1,员工类3,员工类3
12353,0.43,0.57,2,135,3,0,0,support,low,1,员工类1,员工类1
12354,0.33,0.88,6,219,5,0,0,support,low,1,员工类2,员工类2
12355,0.41,0.57,2,136,3,0,0,support,low,1,员工类1,员工类1
12356,0.41,0.55,2,154,3,0,0,support,low,1,员工类1,员工类1
12357,0.37,0.54,2,149,3,0,0,support,low,1,员工类1,员工类1
12358,0.31,0.62,6,135,5,0,0,support,low,1,杂类,杂类
12359,0.09,0.91,6,275,4,0,0,support,low,1,员工类2,员工类2
12360,0.1,0.87,6,290,4,0,0,support,low,1,员工类2,员工类2
12361,0.76,0.9,4,263,5,0,0,support,low,1,员工类3,员工类3
12362,0.41,0.54,2,145,3,0,0,support,low,1,员工类1,员工类1
12363,0.72,0.96,5,267,5,0,0,technical,low,1,员工类3,员工类3
12364,0.4,0.5,2,141,3,1,0,technical,low,1,员工类1,员工类1
12365,0.91,0.87,4,235,5,0,0,technical,low,1,员工类3,员工类3
12366,0.1,0.83,6,258,4,0,0,management,low,1,员工类2,员工类2
12367,0.4,0.56,2,131,3,0,0,IT,low,1,员工类1,员工类1
12368,0.82,0.86,5,243,5,0,0,IT,low,1,员工类3,员工类3
12369,0.1,0.82,6,266,4,0,0,IT,low,1,员工类2,员工类2
12370,0.37,0.45,2,142,3,0,0,IT,low,1,员工类1,员工类1
12371,0.36,0.51,2,135,3,0,0,IT,low,1,员工类1,员工类1
12372,0.39,0.48,2,141,3,0,0,product_mng,medium,1,员工类1,员工类1
12373,0.36,0.57,2,142,3,0,0,product_mng,medium,1,员工类1,员工类1
12374,0.86,0.84,5,254,5,0,0,product_mng,medium,1,员工类3,员工类3
12375,0.73,0.99,5,262,5,0,0,product_mng,medium,1,员工类3,员工类3
12376,0.56,0.71,4,296,2,0,0,IT,medium,1,杂类,杂类
12377,0.44,0.56,2,158,3,0,0,accounting,medium,1,员工类1,员工类1
12378,0.31,0.56,4,238,2,0,0,accounting,medium,1,杂类,杂类
12379,0.77,0.93,4,231,5,0,0,hr,medium,1,员工类3,员工类3
12380,0.44,0.45,2,156,3,0,0,hr,medium,1,员工类1,员工类1
12381,0.38,0.46,2,145,3,0,0,hr,medium,1,员工类1,员工类1
12382,0.45,0.48,2,144,3,0,0,marketing,medium,1,员工类1,员工类1
12383,0.38,0.51,2,159,3,0,0,sales,medium,1,员工类1,员工类1
12384,0.36,0.48,2,156,3,0,0,accounting,high,1,员工类1,员工类1
12385,0.75,0.9,5,256,5,0,0,support,low,1,员工类3,员工类3
12386,0.1,0.93,6,298,4,0,0,technical,medium,1,员工类2,员工类2
12387,0.1,0.97,6,247,4,0,0,management,medium,1,员工类2,员工类2
12388,0.45,0.5,2,157,3,0,0,marketing,medium,1,员工类1,员工类1
12389,0.42,0.57,2,154,3,1,0,marketing,medium,1,员工类1,员工类1
12390,0.78,1.0,4,253,5,0,0,marketing,low,1,员工类3,员工类3
12391,0.45,0.55,2,148,3,0,0,sales,low,1,员工类1,员工类1
12392,0.84,1.0,4,261,5,0,0,sales,low,1,员工类3,员工类3
12393,0.11,0.93,6,282,4,0,0,sales,low,1,员工类2,员工类2
12394,0.42,0.56,2,133,3,0,0,sales,low,1,员工类1,员工类1
12395,0.45,0.46,2,128,3,0,0,sales,low,1,员工类1,员工类1
12396,0.46,0.57,2,139,3,0,0,sales,low,1,员工类1,员工类1
12397,0.09,0.79,6,293,5,0,0,sales,low,1,员工类2,员工类2
12398,0.87,0.83,4,265,6,0,0,sales,low,1,员工类3,员工类3
12399,0.1,0.87,6,250,4,0,0,sales,low,1,员工类2,员工类2
12400,0.91,1.0,5,251,6,0,0,sales,low,1,员工类3,员工类3
12401,0.76,0.92,4,246,5,0,0,sales,low,1,员工类3,员工类3
12402,0.74,1.0,5,275,5,0,0,sales,low,1,员工类3,员工类3
12403,0.92,0.93,5,240,5,0,0,sales,low,1,员工类3,员工类3
12404,0.76,0.87,5,245,5,0,0,sales,low,1,员工类3,员工类3
12405,0.47,0.5,4,254,4,0,0,sales,low,1,杂类,杂类
12406,0.73,0.99,5,241,5,0,0,sales,low,1,员工类3,员工类3
12407,0.09,0.94,6,257,4,0,0,sales,low,1,员工类2,员工类2
12408,0.91,0.92,4,246,5,0,0,sales,low,1,员工类3,员工类3
12409,0.82,0.98,4,233,5,0,0,sales,low,1,员工类3,员工类3
12410,0.28,0.45,6,218,4,0,0,accounting,low,1,杂类,杂类
12411,0.84,0.99,4,262,6,0,0,accounting,medium,1,员工类3,员工类3
12412,0.45,0.53,2,138,3,0,0,accounting,medium,1,员工类1,员工类1
12413,0.45,0.54,2,142,3,0,0,hr,medium,1,员工类1,员工类1
12414,0.91,0.97,5,233,5,0,0,hr,medium,1,员工类3,员工类3
12415,0.42,0.48,2,155,3,0,0,hr,medium,1,员工类1,员工类1
12416,0.82,1.0,4,229,6,0,0,hr,medium,1,员工类3,员工类3
12417,0.11,0.9,6,264,4,0,0,technical,medium,1,员工类2,员工类2
12418,0.42,0.53,3,199,4,0,0,technical,medium,1,杂类,杂类
12419,0.82,0.85,4,223,5,0,0,technical,medium,1,员工类3,员工类3
12420,0.09,0.96,6,268,4,0,0,technical,medium,1,员工类2,员工类2
12421,0.1,0.94,6,287,4,0,0,technical,medium,1,员工类2,员工类2
12422,0.86,1.0,5,257,5,0,0,technical,medium,1,员工类3,员工类3
12423,0.4,0.46,2,143,3,0,0,technical,high,1,员工类1,员工类1
12424,0.45,0.46,2,130,3,0,0,technical,low,1,员工类1,员工类1
12425,0.42,0.51,2,136,3,0,0,technical,medium,1,员工类1,员工类1
12426,0.74,0.92,4,261,5,0,0,technical,medium,1,员工类3,员工类3
12427,0.55,0.6,3,180,4,0,0,technical,medium,1,杂类,杂类
12428,0.37,0.45,2,126,3,0,0,support,medium,1,员工类1,员工类1
12429,0.41,0.52,2,127,3,1,0,support,low,1,员工类1,员工类1
12430,0.89,0.65,5,195,6,0,0,support,low,1,员工类3,员工类3
12431,0.41,0.57,2,160,3,0,0,support,low,1,员工类1,员工类1
12432,0.44,0.51,2,150,3,0,0,support,low,1,员工类1,员工类1
12433,0.87,0.84,4,264,6,0,0,support,low,1,员工类3,员工类3
12434,0.1,0.84,6,309,4,0,0,support,low,1,员工类2,员工类2
12435,0.41,0.47,2,135,3,0,0,support,low,1,员工类1,员工类1
12436,0.11,0.85,6,261,4,0,0,support,low,1,员工类2,员工类2
12437,0.43,0.53,2,160,3,0,0,support,low,1,员工类1,员工类1
12438,0.77,0.9,4,237,5,0,0,support,low,1,员工类3,员工类3
12439,0.41,0.52,2,136,3,0,0,technical,low,1,员工类1,员工类1
12440,0.41,0.48,2,139,3,0,0,technical,low,1,员工类1,员工类1
12441,0.36,0.78,2,151,4,0,0,technical,low,1,杂类,员工类1
12442,0.77,1.0,5,229,5,0,0,management,low,1,员工类3,员工类3
12443,0.81,0.98,5,245,5,0,0,IT,low,1,员工类3,员工类3
12444,0.39,0.54,2,127,3,0,0,IT,low,1,员工类1,员工类1
12445,0.09,0.94,6,283,5,0,0,IT,low,1,员工类2,员工类2
12446,0.44,0.46,2,143,3,0,0,IT,low,1,员工类1,员工类1
12447,0.1,0.84,5,298,4,0,0,IT,low,1,员工类2,员工类2
12448,0.36,0.48,2,159,3,0,0,product_mng,low,1,员工类1,员工类1
12449,0.81,0.92,5,239,5,0,0,product_mng,low,1,员工类3,员工类3
12450,0.81,0.9,4,226,5,0,0,product_mng,medium,1,员工类3,员工类3
12451,0.85,0.98,5,248,5,0,0,product_mng,medium,1,员工类3,员工类3
12452,0.1,0.87,6,286,4,0,0,IT,medium,1,员工类2,员工类2
12453,0.37,0.54,2,145,3,0,0,RandD,medium,1,员工类1,员工类1
12454,0.09,0.97,7,254,4,1,0,RandD,medium,1,员工类2,员工类2
12455,0.44,0.53,2,127,3,0,0,RandD,medium,1,员工类1,员工类1
12456,0.86,0.93,5,223,5,0,0,RandD,medium,1,员工类3,员工类3
12457,0.77,1.0,4,255,5,0,0,RandD,medium,1,员工类3,员工类3
12458,0.41,0.48,2,136,3,0,0,marketing,medium,1,员工类1,员工类1
12459,0.4,0.48,2,137,3,0,0,sales,medium,1,员工类1,员工类1
12460,0.43,0.49,2,135,3,0,0,accounting,medium,1,员工类1,员工类1
12461,0.43,0.5,2,137,3,0,0,support,medium,1,员工类1,员工类1
12462,0.8,0.53,3,255,5,0,0,technical,high,1,杂类,员工类3
12463,0.8,0.85,4,273,5,0,0,management,low,1,员工类3,员工类3
12464,0.82,0.98,5,234,5,0,0,marketing,medium,1,员工类3,员工类3
12465,0.37,0.54,2,152,3,0,0,marketing,medium,1,员工类1,员工类1
12466,0.37,0.48,2,134,3,0,0,marketing,medium,1,员工类1,员工类1
12467,0.09,0.95,6,292,4,0,0,sales,medium,1,员工类2,员工类2
12468,0.9,0.92,5,245,5,0,0,sales,low,1,员工类3,员工类3
